renta,imc,region
3.1702975051608027,24.761838860609803,Asia
7.1901792880164095,14.300693278210227,Asia
27.164132264892455,19.353328592821647,Asia
9.8452559490429,23.136017802163966,Asia
22.054992041208163,23.60091717649893,Europa
18.498837517112257,27.24216036259383,Europa
6.045542370929241,16.14700270525936,Asia
22.818480952804833,23.582012638480006,Europa
21.87689128631572,20.577014115562548,Asia
12.43517516913885,20.768560828880833,Asia
15.63787311388289,21.991195950282826,Europa
11.594187817935186,12.89589669354854,Asia
21.57925093143789,15.11314874923602,Asia
39.45411515315845,37.99218011089371,Europa
8.427343966101054,16.932207834421646,Asia
12.023031114965198,31.180880333348046,Europa
19.47905727524265,12.951631211291811,Asia
21.577116122067963,21.13879918894033,Europa
4.861912366504281,17.084951549936946,Asia
2.555161782453214,19.881675747104275,Asia
32.94876390347657,29.57873737528611,Europa
6.2981577562073525,13.639726871231055,Asia
26.319333999836726,23.794171462192615,Europa
15.230244384864477,21.921708322056208,Asia
26.036950318289254,24.763591055045087,Europa
16.06035174748007,18.961892822970245,Asia
7.7206135266784655,17.879838880199905,Asia
14.866884260683824,27.790081405220786,Europa
7.2572378266681055,14.678539754530961,Asia
13.706729626258667,22.902910528556326,Europa
11.045851284092372,20.528117550525113,Asia
17.20647899596031,16.088668262957512,Asia
18.488369827627363,26.41904647596993,Europa
14.959395821791146,16.090235833317422,Asia
30.16576052351012,25.960161647701483,Europa
35.83903079129207,20.393508200748183,Europa
56.542137872377545,23.739638348816605,Europa
17.395575137893594,17.925137944856193,Asia
5.591171003032251,13.117405463539288,Asia
52.287125798050525,24.879562896965673,Europa
50.942619096208645,26.65246504443899,Europa
16.979466213285257,19.030811469710812,Asia
14.744314187983589,15.822101734491055,Asia
9.023242376855597,18.861781291526565,Asia
10.703773232615106,21.19016548490905,Asia
43.60359384836637,29.63050178313165,Europa
33.61845647571561,13.975943230102882,Asia
3.644223331114747,18.00759503040376,Asia
14.983103316375594,14.197957373860095,Asia
28.03241587219524,26.441769614875174,Europa
18.712754901802068,22.31510357501799,Europa
16.039877149833867,19.573245613665453,Asia
7.9786931547091084,22.97140138634644,Asia
29.439059962613786,25.48499600385023,Europa
44.28022162076101,18.31182811518473,Europa
23.235726574654336,14.548926546900157,Asia
16.68243769660441,17.322794834268773,Asia
5.594331330346342,12.485239923879412,Asia
48.30165899034665,30.087085919349708,Europa
2.7980132365320785,16.577598756810996,Asia
35.68145255188904,24.20311778754445,Europa
25.049461541501483,33.334917629186535,Europa
47.40240723670519,21.47112158483465,Europa
13.818242482992279,21.093289110042086,Europa
3.168427888622913,16.89434629962832,Asia
27.79774588169602,17.629961292054166,Asia
16.260402619195848,20.048910923759838,Asia
43.60247037062466,22.82164538007568,Europa
7.997483527753682,21.734588518831764,Asia
8.584123467819733,17.525302866033723,Asia
36.63513104302151,28.159570494810943,Europa
4.344397937256439,17.282644561380188,Asia
13.72627619444762,24.703725391656114,Europa
17.44504421452025,19.833419216234024,Asia
5.829468589902922,12.23835111354218,Asia
17.295715282998085,18.534595834412194,Asia
58.21896528757699,22.25239677591188,Europa
24.62944846662397,12.325416618598773,Asia
55.206869800471225,23.019722323700922,Europa
8.169673533778134,23.28353048018573,Asia
10.543952740328843,19.3952126960412,Asia
46.37202495929963,25.461643315147654,Europa
23.59319000034622,33.889681066406794,Europa
56.75312605795556,26.682836357276255,Europa
13.178341631392376,27.501872868806892,Europa
23.854142609126438,16.738827131284204,Asia
13.906267051848445,28.971807286416812,Europa
21.276998644100885,20.97453811711083,Europa
38.51916640684584,19.253729106474548,Asia
15.045219382594262,27.097567515172425,Europa
26.195752154883962,27.999597771406897,Europa
25.906673094584228,29.2764390174011,Europa
45.89554469323534,15.819420695418364,Asia
36.216023305535025,34.689486723401224,Europa
71.37582279069878,33.4397792380226,Europa
15.292037426652204,24.7956984133286,Europa
30.487414589293298,23.809343532151946,Europa
14.323667059593308,16.64805959924691,Asia
14.498651482760303,21.38851169625194,Europa
4.137001922224477,17.55938345510176,Asia
29.62997818120608,24.805326944459747,Europa
17.04549169072379,21.99848243142001,Asia
12.41165701385552,20.973487124388022,Asia
3.7553490837392394,21.06048504216881,Asia
11.848596653569377,17.554371214678042,Asia
15.93429473682613,26.347287353712638,Europa
7.072678942127498,27.310866648260014,Asia
18.767274335338456,12.286040269810814,Asia
14.10756443796544,20.72081296142622,Asia
12.925818982133347,13.198228001601048,Asia
8.781102401415469,23.54470352377582,Europa
8.104948321740308,32.741093434920494,Asia
19.149503684311114,26.923250111860654,Europa
36.21122262824945,20.223239941456544,Europa
36.45617127340641,20.382635784247327,Europa
20.435556169625368,30.180610664331645,Europa
15.25589675932606,26.04129986989126,Europa
3.7198629235826086,15.44619671276961,Asia
17.78199028312495,33.517715462116634,Europa
19.279019234863945,14.750351171254735,Europa
24.302626071702797,19.25424198993591,Europa
3.0602349425997746,18.606696451328435,Asia
12.726505426599417,28.51722872883318,Europa
4.935355965444223,16.83915108722932,Asia
14.606217779874886,16.790450470737472,Asia
5.7932300466964906,20.920814953869723,Asia
8.55661718061363,17.593983839585334,Asia
28.225965780497027,16.316893548349032,Asia
9.719699533507855,35.13192631472086,Europa
26.010824544864604,25.507627497583726,Europa
30.21866258880875,22.09039587537315,Europa
10.535439503346666,14.820672463430693,Asia
9.19705912603681,20.738889083243276,Asia
35.527679446802615,23.520633939038145,Europa
25.587574454374444,27.456413084744053,Europa
9.594794566617766,17.97036294596031,Asia
17.803168499381744,19.99198623933323,Asia
26.409521369675357,30.71846887952723,Europa
4.261981079015256,18.706605805211666,Asia
7.3879476700233075,17.109150070757536,Asia
20.681483662489985,12.757624211901428,Europa
41.27786589457138,18.432401580618105,Europa
4.593608657848834,21.03226459953949,Asia
10.876355370544783,18.132451965591535,Asia
10.967812514234819,22.41585538655444,Asia
6.94637482076797,18.72636038484374,Asia
5.008136059493087,21.818133876873592,Asia
12.68709168371391,19.91951940190603,Asia
70.77805529967122,20.080612537404484,Europa
23.172458858526976,22.59657985842345,Europa
10.752687298071574,18.293033534179813,Asia
13.737523287658847,23.40577910728816,Asia
11.38878516801761,27.623394850688385,Europa
3.131242201854093,21.922287965988364,Asia
20.883684315080952,18.57522887811857,Asia
15.134103813983623,15.169004047831422,Asia
16.256643440236136,22.148126736296096,Asia
27.514001262305115,21.801312376362137,Europa
11.378358840859134,13.837796018617167,Asia
25.58552130993821,22.97116892309733,Europa
6.720859750600891,16.651825644667902,Asia
23.918507469222327,20.386968330696753,Asia
30.981136828867072,35.31052535793154,Europa
22.79582054355958,19.423839566350875,Asia
9.053542359278248,16.741517725093033,Asia
8.143444407044756,21.22406895893618,Asia
32.154257619997985,29.880305715492273,Europa
17.040423684481226,17.347079659895776,Europa
5.06163133771687,23.11377614804904,Asia
15.937040344781131,17.780726674479535,Asia
6.589607651327033,16.939429612836136,Asia
4.366449036095921,22.317720952435693,Asia
19.427775925044475,24.626780336928476,Europa
22.720571373485505,25.087751929622343,Europa
6.0646435438321955,19.10521224811448,Asia
15.364882636671569,23.930964904103895,Europa
14.700244476997476,30.549331149849916,Europa
8.372429414676965,29.96805878755648,Europa
15.16506065475914,23.145643311583303,Asia
20.20297629679847,15.397411731501691,Asia
24.585888925649044,22.405333340073796,Europa
27.939562702026713,18.611746211039957,Europa
11.631564484928418,15.638989017898751,Asia
25.127435748460435,11.472640178170106,Asia
7.84665795822303,13.174193274024633,Asia
31.74169603162368,22.780275453236197,Europa
33.42441548744734,25.98878053207054,Europa
30.473243530769057,23.79955661849348,Europa
23.847939470387548,30.577173699612743,Europa
14.03282040303624,15.681884727007771,Asia
18.428829568567036,26.312382835528858,Europa
18.518064336531438,17.554711701015474,Asia
10.464126432277931,29.854158599808404,Europa
4.031565631929739,19.60734436276258,Asia
13.16695026187453,20.854872519529476,Asia
22.184997941429703,22.365956297999034,Europa
9.151299361593397,16.30485917263161,Asia
18.79389070456453,26.751660231720813,Europa
14.135739365684765,28.017182666968274,Europa
13.582411878003432,20.361917307124646,Asia
47.90067508430883,23.221347545942475,Europa
38.69795271247508,24.02790185737714,Europa
15.701793167705501,19.466911305198348,Asia
46.962704426147724,23.083228250839507,Europa
13.003978290277946,17.449391898293875,Asia
29.71078603403035,16.414840869715007,Europa
41.72622834894272,28.636686297288698,Europa
10.020496380801513,13.626212673601335,Asia
26.89308627654147,17.42031220673356,Europa
53.198165185886175,20.978580201869153,Europa
52.30039940894773,19.233745271347367,Europa
17.247324203280606,26.516400442550783,Europa
12.709683962627354,24.01564274652402,Asia
5.897076665603953,17.22454735515938,Asia
5.175171956734285,23.339188487979495,Asia
62.93630280150847,30.41287939032212,Europa
20.337387071805182,28.74270964865698,Europa
10.54183870994724,11.336349902183201,Asia
24.683520316464982,26.680772871348044,Europa
33.56421026245724,20.545598888138837,Europa
38.87210289649576,30.57008889648121,Europa
35.29056833624058,20.20802069499572,Europa
13.333043573603184,16.701877203109003,Asia
12.310952018725688,29.67028033914052,Asia
28.825360763577223,22.33153459862464,Europa
47.99343567992421,24.515290210422897,Europa
4.30341289939712,15.596229190944923,Asia
31.388380911403786,26.60859225453849,Europa
29.778118688663028,33.40261271880003,Europa
8.786811965948274,16.932392035771635,Asia
23.609839937163493,23.64800050131743,Europa
8.10399056686483,24.360384778400633,Europa
8.05952295459104,13.72443619796717,Asia
7.855123556660711,22.824939154987973,Asia
11.094141467218984,27.388204392629223,Europa
10.172606608942017,28.93083596414502,Europa
6.015464723982317,19.829196135247805,Asia
38.31249480534048,30.504451078508147,Europa
7.736957314697737,21.98077819973277,Asia
15.065630870188693,20.689102103114063,Asia
36.95843760197898,16.552899581431085,Asia
39.50809606577095,22.81997647919348,Europa
20.472152746981674,23.415034914788343,Europa
34.11549778007436,28.141845996764992,Europa
14.163120401548813,27.705092856631893,Europa
30.391078563817505,25.618236940970295,Europa
14.422075520602105,17.56697705371958,Asia
71.40222316096785,21.458245826229106,Europa
8.585668153124086,13.245313265239744,Asia
14.15824106469017,12.90249102077723,Asia
22.788079461753522,21.397785687385323,Europa
5.587201960079216,18.807387964206796,Asia
15.98136379170968,24.871659218629485,Europa
29.293287346877197,28.345532539777828,Europa
30.201528631925807,14.200455235735397,Asia
17.291942638223023,30.27667757234825,Europa
14.984148290913776,17.473953260035984,Asia
5.522512404536992,18.550362298086156,Asia
11.78279092513868,14.509794225845285,Asia
13.887603167086263,19.55944969950019,Europa
26.865742776558445,19.82213064825078,Europa
78.83887032294638,22.403624803240255,Europa
2.3325199823810205,21.296409749927157,Asia
8.083831707366244,16.553314040847223,Asia
39.210526566776025,23.646052667464215,Europa
11.969590626973169,32.28579415364827,Europa
28.019042479766576,26.87477713429584,Europa
16.932339148985427,33.67704215093321,Europa
26.08184434650204,28.355148230675468,Europa
16.447248533698573,17.04726171068591,Asia
14.445238198632273,18.31695711890091,Asia
19.63891358523678,31.3170959483871,Europa
22.238033802363194,26.298023020891446,Europa
16.63526762726894,25.308580786792195,Europa
13.6731879002291,21.29495240447472,Europa
22.52523956323867,26.593005127889114,Europa
9.09888129140635,17.63582800033621,Asia
21.82493642005683,15.964523219947258,Europa
10.13420662876317,17.20611761928603,Asia
17.27992565779547,15.976739928074533,Europa
30.72082009529877,28.55109503832012,Europa
13.036182061963018,17.930108494451922,Asia
29.679735433314075,18.986686536137725,Europa
24.886890247445365,17.81595317675189,Europa
14.799363839378582,21.301046489098884,Asia
3.8281038664199003,19.75618768716389,Asia
34.72027118016906,9.88314276896126,Asia
11.345815195547708,20.27533468049844,Asia
4.779867154986218,21.316948130778286,Asia
37.24758189849691,25.009004317109934,Europa
4.0722871418874025,17.364168222785676,Asia
44.00273632946207,24.924903610471073,Europa
34.86161033284229,18.738981363394934,Europa
20.486611349553044,31.765101035292638,Europa
1.7592208580753066,25.992886741352574,Asia
36.27286043290575,25.17768426704721,Europa
16.775397188879854,23.19430444480872,Europa
11.303605319890462,18.48916900200108,Asia
18.9766998619055,38.25171517119443,Europa
9.548667466430935,21.12420026998458,Asia
38.632188174701675,25.0500345723901,Europa
11.797518648858516,20.59693382617634,Asia
29.534453496587968,30.725081429512485,Europa
65.03938741055308,31.542431224695335,Europa
36.055331967562196,24.887242029849144,Europa
28.77828385321497,25.414009226594175,Europa
2.718416411553101,20.055019357485868,Asia
34.08882116973323,17.81166282798459,Europa
5.819596600245307,17.81222456918856,Asia
12.918221237276553,22.214776738232903,Asia
6.364926372815958,15.837857326280462,Asia
16.422166236061866,16.349157122218184,Asia
17.623559837774703,12.330205097926452,Asia
3.736733730612038,27.0970087237399,Asia
8.225689478233978,14.457781079878634,Asia
13.862618875008184,21.09240487977063,Asia
8.27805988422228,20.894014570277744,Asia
3.835417310896242,27.72833019674136,Asia
6.086477544430689,18.00852429734123,Asia
75.27813609872732,14.990782252470863,Europa
41.4212470048595,30.550831996861067,Europa
28.127224115126953,16.214988957603904,Asia
13.116026155661917,24.29720764774997,Europa
22.432880415208626,20.31974338341648,Europa
15.715997092866672,26.391924911894478,Europa
6.819391907299878,22.370277633102095,Europa
8.894362915127356,17.425138677242714,Asia
5.925453432034598,16.969123258298673,Asia
17.79585654132776,13.962779386502808,Asia
16.507876294368987,19.155457092999768,Asia
7.641315480290364,15.662465826585647,Asia
44.6880200360632,17.576419167319276,Europa
15.672262998799889,20.831697020957574,Asia
32.19775400359069,19.871355475922478,Europa
22.411633031772368,25.63592982819953,Europa
7.617902116440292,18.386484266017934,Asia
19.788413878640483,30.140200073777812,Europa
5.76052700420037,17.919155105401554,Asia
29.72010352912985,25.17669418346726,Europa
16.833694683380255,13.310317836006808,Asia
4.966615104409027,17.839791365218648,Asia
20.444362355444866,14.81678079409562,Asia
12.958684651616705,15.760215876459403,Asia
21.26320982511138,16.454939696238007,Asia
44.38461647569622,25.2163086865476,Europa
36.09421200138266,19.404102427108334,Asia
30.774790496875582,24.498892657275874,Europa
22.527860603332243,21.63680709478877,Europa
13.958968603637944,17.05206075202,Asia
15.64904851696684,31.764830866915638,Europa
13.287240353149297,30.465961821708188,Europa
11.175688299806653,14.61790993823813,Asia
52.36560158843471,27.070680161020743,Europa
29.96627679290299,29.141440848080713,Europa
12.691982083116757,12.72624127079323,Asia
8.991378710504923,24.184015297391372,Europa
5.389661720040736,16.94882537413951,Asia
28.228926415594035,22.875777748353965,Europa
11.647775819488164,14.67351321330343,Asia
3.5244908782812976,22.4509672919398,Asia
11.293529203191623,14.662942958921846,Asia
32.23984896061584,28.7812336049511,Europa
28.012577810597087,32.598778903220364,Europa
12.21997491918567,11.725934693473302,Asia
23.548869517977042,29.21323382533704,Europa
7.825475302992599,19.643257596958808,Asia
17.094409917817277,25.697073112116797,Europa
19.653930554806255,22.701993772400133,Europa
21.55325138343694,22.58801500243274,Europa
9.906828891782189,19.660360903398082,Asia
17.675476705364442,23.07817428295786,Europa
12.925403576325621,21.288995838965047,Asia
34.68370627228356,29.99962833019429,Europa
7.1744391912036924,15.484311029974494,Asia
7.802751905660481,15.032507117554232,Asia
8.896389158031521,24.914609158379594,Asia
15.521709551807568,28.23372899841963,Europa
4.386140874509616,21.116891108510725,Asia
31.318711216091668,16.472165913730596,Europa
7.69130561149283,17.379512538519617,Asia
8.98831264383376,16.965644262210983,Asia
14.615803935997286,18.170643167006972,Asia
9.061917939680075,25.816674900785777,Asia
72.80942381436054,22.399055753781024,Europa
46.11247111290298,25.86633046802997,Europa
15.693726687892985,26.11961747160786,Europa
10.738818125883663,26.062060701501498,Europa
23.21978558790798,29.55936903308214,Europa
36.3386738961301,13.609199674557178,Asia
8.57400882435513,20.275224632691035,Asia
10.635377047556474,18.878020328626757,Asia
10.675165870965456,24.25925070878881,Europa
2.595588821962282,21.152053394437075,Asia
17.98984080205896,16.486616715272756,Asia
15.400778912464494,14.894174933156034,Asia
9.598194331211804,13.398064170321867,Asia
18.059978232795007,20.217337866374514,Asia
13.538788702686873,15.717271079599273,Asia
3.615946984156574,18.33580013203208,Asia
6.406849949224562,27.811024373259965,Asia
27.409790952335577,25.33724452636902,Europa
6.646491251245851,21.818231675527628,Asia
23.575365935551872,11.82305370066575,Asia
42.31143986702442,24.514985033505088,Europa
30.359626957332814,17.265511416745586,Asia
17.987072664017777,38.383585911717546,Europa
18.019491149911623,20.701067442602003,Europa
41.67461517992706,25.77360583782962,Europa
20.01575117190945,28.45831743266712,Europa
25.506434120481337,18.85945264573853,Europa
14.838704969526217,30.219851507710462,Europa
12.389592519006742,15.284999170183562,Asia
51.20533453923937,26.70913887444915,Europa
9.254390591375333,19.98608605296747,Asia
6.017961510217139,17.727750536423233,Asia
56.57497984154566,23.923897473995382,Europa
5.672648330152644,17.775221921762807,Asia
6.799096031832082,30.01158902457613,Europa
20.414843564915525,14.590283229268328,Asia
28.11791006762614,26.850868314845723,Europa
7.747944432788582,19.191838240647296,Asia
11.615308704651316,21.588996396183475,Asia
34.14856685432892,23.294656942297507,Europa
8.902974616815568,15.805074217655003,Asia
11.597349489821625,18.23441244109565,Asia
21.69737276799888,14.634410774928392,Asia
13.474029353279011,19.558791516691798,Asia
6.285863128618186,19.34377278666193,Asia
13.093278104024128,16.167027289145103,Asia
22.727920890195577,12.342458662602116,Asia
31.19852479316363,19.464279010160453,Europa
28.287963133663908,17.427313126570333,Asia
12.061261357974026,17.29152391771167,Europa
16.98708881282614,25.45341284680196,Europa
21.155959601495418,30.814150731119927,Europa
26.564811423003587,20.657665699076265,Europa
60.19191876011186,21.565714161173894,Europa
18.66025373485075,17.103641919046,Asia
5.335514479569827,22.21911051085442,Asia
21.20321997580082,20.182831613451494,Europa
5.987825696301605,15.178680949552852,Asia
9.532313942720798,18.991107725768508,Asia
15.301069080581499,22.280713738563566,Asia
81.57863488537777,25.062061030565875,Europa
19.141992547032295,21.300454387157327,Europa
6.38678561057793,17.845779910484545,Asia
12.599479748539618,16.51778514400551,Asia
8.857009148789508,17.580917841208077,Asia
26.908111996303564,29.286300904449323,Europa
3.742555472252105,15.95180582947193,Asia
29.456999153792793,29.944938444639295,Europa
3.8715351913773923,19.608334564566892,Asia
18.430141139029384,23.886464090645724,Asia
27.7497494090058,33.04378187447533,Europa
32.259242440804236,19.492147458932113,Europa
19.946250077383556,19.473428293489107,Asia
75.43263577240374,22.153904695714804,Europa
24.52820195822585,23.253051912097337,Europa
25.71418150726587,15.556686566210807,Asia
8.48180243601191,16.797928384947273,Asia
12.966927554755639,15.764919804821536,Asia
10.949062323864057,17.552323134515103,Asia
23.274637123648148,22.197309471261548,Asia
23.068846338067754,17.712484050086037,Asia
10.70330129155264,25.188315826513126,Asia
40.911426165044865,28.23910707501656,Europa
13.557690652840597,33.91455420427557,Europa
11.18432342666007,20.26347354798032,Asia
19.5706503197697,26.16550302538644,Europa
23.035991226287194,28.50928262759396,Europa
20.485838066993853,18.639501694600327,Europa
17.645444841658552,29.471575071806257,Europa
17.950360044890953,30.25420297624169,Europa
5.064421136763221,15.302811209097845,Asia
14.96764533099122,21.682564132008977,Asia
14.017317593662222,15.80197737213158,Asia
16.423232388844262,17.826265794028142,Europa
25.17498871434172,34.70129494201774,Europa
21.602587250705923,21.045550764993617,Europa
39.56263172950266,22.07390473253898,Europa
8.201177990934182,26.22550035213276,Asia
18.705127023229785,24.42016169656118,Europa
8.475974379713508,19.017839931625947,Asia
10.989493338672546,17.565790632915448,Asia
2.7706281593361015,16.39358781633279,Asia
7.859815093002545,20.43962531193187,Asia
3.239899726145021,20.7428339302157,Asia
30.630123485246592,12.767386035079847,Asia
44.57338213753436,31.113203063975334,Europa
23.70105520851216,15.978973150793939,Europa
30.34792787033858,21.353033986925087,Europa
26.05145370422438,26.272761510624523,Europa
32.25316882216196,24.453162588363487,Europa
16.88784503165953,19.048681617619806,Asia
6.567339853125745,16.986877876004005,Asia
9.149142460633826,21.168311930723476,Europa
14.411420853841799,23.807950458675293,Asia
37.55806732021,31.032017710017023,Europa
10.488242025526146,34.7744227457654,Europa
4.327138741825176,13.655288341853725,Asia
9.654197555175292,17.741424631368147,Asia
7.564910441898237,14.109383924903641,Asia
24.42123909811209,25.251478806795134,Europa
47.23700664128979,20.239251185132943,Europa
4.1860241402758565,21.637475605365683,Asia
26.581226336557833,19.124531173344327,Europa
7.531238407610928,16.627328259131676,Asia
31.381871519182333,30.32574109794373,Europa
15.460260354914226,26.339590970985377,Europa
21.427149713676513,24.044926290391913,Asia
13.418732470862274,16.767723004720494,Asia
5.475934213367819,15.76757921968588,Asia
8.9770888785272,33.085832974829366,Europa
8.24329535192766,13.471048048450294,Asia
7.623593681540928,28.85734091937934,Europa
9.429411963624059,16.994092545044687,Asia
5.241968444457602,19.71820773489643,Asia
20.209320213225897,28.60392629762881,Europa
13.654985504692435,16.338040354106322,Asia
16.978446368321098,23.670392804739695,Europa
21.94674281647042,18.27367960097342,Asia
40.418396864365164,26.61340649660551,Europa
7.087122238482468,21.062373312846,Asia
35.25989923149224,22.030044612596683,Europa
53.07432433632408,24.751727248465283,Europa
6.958665319360439,15.983111018125955,Asia
7.674816037110051,16.588299277709343,Asia
20.2982948363169,18.694509442734155,Europa
33.54539678375867,29.098652112857028,Europa
20.836757228837623,29.080505399450274,Europa
8.180251665647083,17.03111488405988,Asia
8.714135406804955,15.46556410408389,Asia
23.672309767368876,20.704587385797915,Europa
8.48872375492406,12.474995487425996,Asia
6.404309254195552,19.316894336605884,Asia
20.670710811570416,24.322270511843616,Europa
5.860677176213985,19.20436590865325,Asia
25.322018791506384,28.785348930744522,Europa
55.09519517684044,27.52633937693203,Europa
29.495373048747954,22.461084622019424,Europa
6.6444402903096735,13.874597361434098,Asia
12.217404049637297,12.915552771379245,Asia
7.303695537012899,15.921033109422966,Asia
6.7490566019851075,24.45508001532783,Asia
18.974910852770254,21.134641396616246,Europa
31.214226087833985,24.774805484262117,Europa
19.564120909787874,18.850207010021986,Europa
42.800141920842464,18.927045809501774,Europa
23.491430106013464,26.5704119263877,Europa
15.361259069183651,20.521409450614293,Europa
52.97442690492945,19.752289308780952,Europa
13.023998139015035,19.322414264513696,Asia
34.804064004387584,32.00090291004834,Europa
